geoid,land,water
18049,235774.49207533742,1835.0842381500718
18051,311996.524218777,7468.485443034847
18053,265008.61705124466,527.2003479240695
18055,347178.78305649315,2204.0841541343166
18057,252370.29721809007,5189.076963374073
18059,195846.48715300256,649.4062062932743
18061,310089.6603786639,1283.2638144141383
18063,260411.57984214922,1206.081505166969
18065,250800.55524530128,1891.6614362740495
18067,187519.9455874431,589.6406102509105
18069,244895.3136505834,3245.3166158453714
18071,325953.23114711157,2946.3396312202544
18073,358159.8889015187,1129.1430887156955
18075,245699.1608308664,113.31155513163291
18077,230804.6132062883,1444.0823255561102
18079,241017.57560182462,1123.392210256841
18081,205074.9136367455,871.1870437820927
18083,330258.81349984923,5129.436649649358
18085,340106.05234675773,14705.152883964358
18087,242962.9918010507,4526.449889543992
18089,319272.3128549048,81784.77214432918
18091,382909.9388167616,9575.756265351409
18093,287474.0238110535,1760.1048714311837
18095,289226.1069075777,632.4266221218426
18097,253644.81054447152,4281.434494892336
18099,283923.022540933,3912.1289098214415
18101,214886.53178019502,2973.477214432918
18103,239258.82091300414,2269.5680107540165
18105,252495.5528483812,10750.125776527975
18107,322955.1306444997,529.7986587131751
18109,258545.79550565127,3488.091755089131
18111,257122.78606129196,1074.7853891659213
18113,262937.5496063615,4219.224040367099
18115,55135.78972339048,828.3479043011124
18117,254959.76213657006,6282.833604325328
18119,246588.90670791676,1622.5918366338346
18121,284602.7366896804,3381.3734599170716
18123,244305.29002732981,2920.0360279327674
18125,213913.01824130313,4387.097898123483
18127,267560.0159135725,66394.21353839767
18129,262125.91787212802,6241.946101421843
18131,277535.1969181044,566.2503768353736
18133,307543.60220022436,1380.3027532457263
18135,289522.4047780254,598.0651665735903
18137,285712.08344247146,1047.0979969655486
18139,261198.90581833816,215.54242054333483
18141,293045.05962647585,2241.429898736304
18143,121853.98951285688,1504.6230904948527
18145,263138.4213933766,1025.4417004788897
18147,253930.3262282362,2982.336675842505
18149,197851.7838521718,1959.6642829255275
18151,197616.23258526364,8762.061944322264
18153,286162.1867324296,4471.699539890186
18155,141223.00796172835,1777.6083185482078
18157,319293.9711282327,2781.492811710808
18159,166745.97095031705,16.8100700296032
18161,103183.34783016956,2529.9899181093488
18163,149555.0122811266,1891.4798139792333
18165,164401.96794551823,1953.3067612914704
18167,258223.18908981283,4464.81346031244
18169,263958.99141556665,5465.254048818096
18171,233395.9089269211,1103.6015577509477
18173,246280.9963774383,3992.126488190844
18175,328784.69208225637,1838.17527663423
18177,257115.1450754412,1663.573733709592
18179,235575.55092096093,1382.8936508799413
18181,323280.2320811691,2274.16490810159
18183,214764.15863163045,1500.9011925295167
19001,364332.8899443025,641.9782250930351
19003,271000.4247737752,1322.85450942212
19005,409011.96878567577,12601.259247910726
19007,318267.1409438429,12129.003227193429
19009,283494.9943907128,284.729395135982
19011,458409.0675239568,1423.5160099435118
19013,362100.29899724724,4413.969843285906
19015,365810.0211027809,1324.168120468709
19017,278706.35035558435,2512.187226639913
19019,365452.4189124408,1341.2042917224712
19021,367936.8816811058,3407.9903925512617
19023,371288.0865658807,1036.5841664895745
19025,364701.1811626792,1451.453225463693
19027,364439.3658293096,530.1268143696594
19029,361132.0376785952,434.6122672887127
19031,370838.3245281527,1577.9720573481661
19033,363709.57507796166,4365.919503022096
19035,369219.70194175234,104.5650207815442
19037,322803.0522429735,817.7507993852023
19039,275946.3213454382,376.77260888689005
19041,363031.9472381056,3426.5205616206144
19043,498237.150284418,9067.678891782765
19045,444747.507944431,9764.281690001631
19047,457081.0168871668,542.2159402598558
19049,376511.94778173696,2115.7003207425014
19051,321400.26020173664,1706.0377675531151
19053,340403.9956904859,1023.2041632277865
19055,369738.22963977006,787.0996278596244
19057,266326.01399603643,8733.386625680158
19059,243531.79452711483,15003.264506308595
19061,389311.2413080759,5223.504148895687
19063,253363.96366565683,4249.319966591382
19065,467730.77151173993,326.3530243200901
19067,320404.2343940734,480.0136402049984
19069,372461.8897120236,353.0964747977444
19071,327119.56059759913,3528.6854499537912
19073,364544.5866671938,1051.6056893492732
19075,321186.7435493197,23.328210019620148
19077,377996.480234058,1570.4850180139663
19079,369120.0150239939,485.6459081856056
19081,365442.60364826064,1301.149039008021
19083,364358.5194447053,438.3341652540488
19085,445977.4630207123,3068.477288564467
19087,277941.93053379655,1425.3347039433042
19089,302878.3647074522,229.3044483871446
19091,277992.5389067079,834.3540423933617
19093,276164.69534404454,347.54377467962814
19095,375331.98776335234,663.9337659321054
19097,407064.36274049507,8683.64509768067
19099,467467.02801678336,1622.406013551247
19101,278734.57050651615,871.0022091201573
19103,392990.5519340921,5824.9964169751365
19105,368377.4516538748,904.7602338603263
19107,370674.3630864423,476.7456744241214
19109,622547.3114958263,1019.4550836945186
19111,331225.28898948815,13663.158597035726
19113,458814.7091819336,4867.922537473498
19115,257133.45408538965,10078.01826601365
19117,275585.9219246527,2434.685904627291
19119,376095.8219459037,82.6317194071453
19121,359043.60615390696,737.3222696115013
19123,365351.8666324014,1622.1969625833362
19125,354873.70010329,10251.65214511992
19127,366401.62249250035,445.5503773295839
19129,279957.87425312464,2052.5770597450864
19131,300244.89110075467,276.36612089372994
19133,444205.59989720426,3111.6080121378054
19135,277577.48698991316,376.2892711880322
19137,271421.724991722,595.633404664357
19139,279964.5129804342,7477.988613394088
19141,366742.1568821259,110.56671098085923
19143,255159.27410387312,453.5034570012306
19145,342363.5964673846,335.84556915732196
19147,360870.3194575547,3567.6111849680988
19149,552209.6618118739,537.9111212149667
19151,369433.86773943255,906.0184933504
19153,366391.4639992488,12190.26010289459
19155,608349.085958002,5500.858443336315
19157,374346.90080704546,735.781568920101
19159,342718.84275710053,2154.839060407328
19161,368013.76425179024,2117.55311525479
19163,293174.92228542623,6479.634827990096
19165,378098.2178775643,367.22916038607707
19167,491442.1680018582,713.0607433911724
19169,366515.09936098603,620.1435186786792
19171,461446.93614308373,684.3382276629287
19173,340416.73618558585,1762.6910740673015
19175,271132.6225765161,1377.822064514216
19177,310276.6974889173,3667.020109418166
19179,276377.3177228765,2675.9371463307352
19181,364696.3371601686,2247.475326549473
19183,364046.1750591817,1322.921227816134
19185,336295.4092802815,1074.3240438265716
19187,458030.689719931,1798.4714074615874
19189,256312.78176166213,786.3014781830851
19191,441506.1993743297,172.6271726721458
19193,558653.1231621554,3161.3940190666344
19195,256078.7687243937,1163.6495949946377
19197,371469.96313190967,1162.3737910379898
20001,320189.60156763514,3218.217828143301
20003,370973.4371833965,2615.880954616666
20005,275951.36945681344,1692.9426765442836
20007,725809.2632312459,1335.3234359478706
20009,572967.3509832314,3438.128820863583
20011,406700.97087618546,2317.2528824817264
20013,365357.3570620184,789.7844254557855
20015,915112.1795663799,10664.400794690204
20017,494756.1131346278,2987.0062221080047
20019,408883.4649580168,3766.8174831844935
20021,376042.4198020193,2211.955194891842
20023,652728.763040975,676.5791255442491
20025,623767.639849167,1631.7302797724656
20027,412990.3690762715,6598.038232110822
20029,457818.3154346827,1695.1134954013728
20031,401205.8840681417,17413.69234418784
20033,504509.9442530752,890.6053088073222
20035,720471.7168372516,4280.586429972867
20037,377444.10555344145,3362.95646501238
20039,571850.59873581,403.19408133713546
20041,542122.5893655822,3121.546334689117
20043,251823.6128751674,3072.7413352574586
20045,291739.5034668854,12027.658233791137
20047,398012.09999851737,51.00571801347217
20049,412328.7519212426,3968.786170018236
20051,575943.3958674133,295.8058840681417
20053,458142.31824179733,4759.985272532284
20055,833255.0562658455,443.40501030428527
20057,702892.6743203372,518.2674962810672
20059,365927.0362700958,3439.746865471007
20061,246186.01557750948,12749.328368166924
20063,685865.5705905319,60.63194674389526
20065,575056.6748046634,148.1039620841838
20067,367871.6051457179,220.49762037728016
20069,556074.6267476513,275.1115679811014
20071,498178.33703167393,0.0
20073,731708.5152439175,5971.725485932303
20075,637768.1323297569,714.9548044656844
20077,512811.45184167475,967.0396307260444
20079,345443.42576713796,618.5741537883692
20081,369613.24384831695,224.96676435557444
20083,550394.4171530519,204.19386882669525
20085,419980.02723098896,1153.1197026830678
20087,340846.9237878256,15426.25319383423
20089,582258.1925245746,2931.4900935540145
20091,303015.79001991666,4135.591297944579
20093,557147.191155612,280.1186598992799
20095,552551.8893660764,2109.513795881251
20097,462488.88718660886,147.4634655016482
20099,412987.7715067979,5007.143316052446
20101,459144.4952382835,136.20930795728046
20103,296609.0460258077,3514.2453655426675
20105,460412.9342255477,679.133698719501
20107,380191.53220027377,7900.947648300164
20109,686715.0635307374,67.86298512921128
20111,542385.3291193666,5081.080640298898
20113,574894.9966146592,1490.3371997054505
20115,604345.4337436926,6041.402470063209
20117,576109.1295473528,3149.058282223749
20119,625972.3316348972,805.1323742358272
20121,368422.8218915406,9340.266527628828
20123,449146.4809753735,11114.785290323856
20125,411857.25352495513,5090.7273787578515
20127,444971.4247589489,4876.894431732257
20129,467027.0886563904,125.47901335850511
20131,459152.13449439814,1287.1665933588015
20133,365741.9552443129,4046.1382405123973
20135,687831.5412443228,164.9404723662296
20137,561947.4661836585,2080.9872345472786
20139,451531.1194358095,9169.363901889366
20141,571202.2143093657,1187.6551202660828
20143,461267.0500091429,387.36921959247417
20145,482727.758064277,245.13845302283744
20147,566957.0091379489,5558.230825874875
20149,538100.5021176912,13353.33468417489
20151,470424.2197654478,437.8552754481252
20153,684425.8830303,102.67886707224861
20155,803419.4419871209,10730.229363012311
20157,459116.58495722606,1969.3559945241495
20159,464788.95884710614,1107.6978200382518
20161,390220.35874727566,7895.607952832566
20163,569944.0388350474,2955.935960225953
20165,459367.8914022229,134.60312439768117
20167,567205.9045778703,8432.902793770972
20169,460945.37839213613,694.3573536025461
20171,459254.0498065166,75.63370119055267
20173,638395.4112571228,7441.2722456423
20175,409173.0292127724,686.2975245004769
20177,348154.0295438933,7511.023114216948
20179,573412.0545311674,159.9615504366348
20181,675880.3872632114,135.47491141279906
20183,573096.6188600544,959.8224302298572
20185,506909.00006424735,1837.3299298715547
20187,435425.1241703444,44.12186238219261
20189,465448.32116752246,114.88808607167037
20191,756244.605200081,2125.738473779671
20193,687798.7264199898,71.22583929268617
20195,569263.9829398595,6494.405786214497
20197,508390.7743287388,3406.7593146291197
20199,584736.8811868955,34.825024834068884
20201,572646.2585807268,2505.597673257785
20203,459882.0344662281,15.317307739827916
20205,365067.99889296887,2978.9614664208793
20207,318604.4006958481,4757.141586316305
20209,97026.05501549349,2938.1097937660306
21001,259380.87653143425,4554.341637714178
21003,220375.84967110303,4816.300292078303
21005,129180.07022728733,1559.6143676825984
21007,157863.37160168623,17299.79094903209
21009,312027.89125395985,7971.622443079325
21011,178430.08406517646,3332.512614718572
21013,229760.05545039856,1354.319398249507
21015,157602.7841338717,6562.764958511043
21017,185420.50379800634,1198.2173833540078
21019,102313.96934907557,1380.0502117691246
21021,115421.33431845925,1596.4342724976896
21023,131591.7259307216,2134.2035553490855
21025,315144.68822741584,1826.3241130160172
21027,363009.6860281799,11787.374408800897
21029,190073.29139135033,2095.8587645730267
21031,272697.1387693174,3445.3981605491663
21033,220666.4579451723,2149.9750423785354
21035,246414.75118981136,16430.750013590783
21037,96856.9023885185,5172.009409764608
21039,121237.87924464894,6109.064805800052
21041,82284.45288445856,5597.07847565767
21043,262080.28051378104,1677.4810593892548
21045,284312.2346708312,961.8864996565238
21047,459203.531874095,4183.241080739141
21049,161576.87169805725,1723.0022783096028
21051,300346.8064128732,1177.112872696362
21053,126237.2046475539,5229.770982934917
21055,230370.20084707648,7159.62598162526
21057,195316.09939558076,3664.6007027670835
21059,293354.2460080161,11653.021107723025
21061,193846.17184681457,3276.1464444038093
21063,149962.17709532822,644.5016630177471
21065,161969.69205754585,1620.4173111993002
21067,181527.4059394197,1216.2790410342834
21069,223066.7038148095,1775.6848519592968
21071,251744.20093603435,1506.9194387747536
21073,132960.624533589,2724.473542450196
21075,131795.601033888,15835.72176947065
21077,62937.63386922206,4081.827144996367
21079,147249.8141769174,2475.41797838324
21081,165106.0973198974,1788.240759502429
21083,353119.5262499814,3224.12067627741
21085,319188.2837558008,7871.282673480179
21087,183065.31780195015,1760.2430032173093
21089,220451.30965736398,6396.149607349896
21091,120098.16549126977,7189.055218119727
21093,398909.6734258165,4374.115239963824
21095,298130.09987990686,1486.0971222132714
21097,196073.23307453186,2238.1223961293445
21099,263985.68173843424,3437.790286790252
21101,279348.2858314841,18875.63345408539
21103,183216.3101762848,3101.7551879728976
21105,155055.5173640798,6889.790355979698
21107,346872.91035518894,7952.511329771724
21109,220925.7896245484,841.9955224544461
21111,243613.81120177126,10902.835037535275
21113,110177.06369876892,1523.7213543339774
21115,167653.13255215154,1393.4994044765572
21117,102536.4102044548,2613.6925912930024
21119,224971.39930711713,853.3304833871199
21121,247230.8814735375,927.5860790835363
21123,167385.67358396386,1338.88743371404
21125,277732.8504074764,6231.585723252101
21127,265980.40554899356,2862.6787188091507
21129,133668.50150487045,1535.767978136135
21131,256535.9832067331,2280.928917728807
21133,216264.4722080823,716.2521065715147
21135,309014.9352831578,8029.11887240972
21137,212989.04360417704,2301.8799760802203
21139,200402.0791428416,18691.56976025857
21141,353364.00221406226,3135.4203011717727
21143,136857.9086007423,27320.214684965627
21145,159195.9998616211,12430.736917017144
21147,273154.1817606737,2651.6252106571515
21149,161583.62854163474,2405.4101204390563
21151,279872.2757891303,3811.8326307309862
21153,197404.08538966012,456.4158384525286
21155,219525.9146597609,2463.103245479211
21157,192810.37742842597,24898.585075836574
21159,146953.9225473577,633.8153531379885
21161,153681.60054956187,4022.322739111311
21163,195471.14281195792,12210.379652372456
21165,130294.39787884928,1503.559055662909
21167,159250.26366120894,2866.612880109517
21169,185372.9615059577,988.3912465467054
21171,210798.82600337052,1717.2207588105346
21173,126314.61874144398,953.7357358544649
21175,243921.06966882964,1702.4858779399335
21177,298931.6504648048,7884.037006469213
21179,267208.3924326515,4200.142085468734
21181,124903.10413505779,1063.1484657240428
21183,375855.09950924915,5730.134474629713
21185,119829.15766792031,5888.922522647188
21187,224708.72800146285,2008.8782414019759
21189,126340.6334787959,564.8685647637922
21191,177381.085335297,3046.373237522425
21193,217390.86674606978,1878.9310724858285
21195,503506.8722416886,1175.4206965400335
21197,114547.14618247234,730.6687159921519
21199,421382.19310774276,11996.080665009415
21201,63950.59181686542,119.83414301458414
21203,202588.85580425317,992.4637867383601
21205,179082.8778361495,4126.5563918692515
21207,162340.55761751084,18699.675798026125
21209,180332.83063906338,2344.457925403893
21211,242962.48572967682,3861.6883213157853
21213,149890.05772376608,1447.5079444309908
21215,119476.15484597934,3186.8599358514994
21217,170451.12951770014,6711.984353301078
21219,239677.6036235501,1638.0665503625032
21221,282517.2076622369,25533.407876724177
21223,97054.62012523289,2924.0912707630114
21225,219423.13027878402,13137.958812511428
21227,346623.78906114865,3817.0752138695184
21229,190063.07112180803,2704.096262287304
21231,293236.6904217097,16626.893443311605
21233,212443.72723543685,2375.6220872478907
21235,280211.43059063074,4664.144052425831
21237,142189.03026049826,371.9320658485838
21239,120837.47819296936,2052.738172311372
22001,419282.54350286396,1487.948434094582
22003,487559.1940418003,2627.7321182348783
22005,185583.41281882743,8202.424842964669
22007,216744.1917931433,16555.12866765838
22009,532723.0504638164,21341.360956395823
22011,740698.262850704,5436.066728278221
22013,519219.1896927494,6905.599402993926
22015,537746.6559258288,17420.00934057516
22017,562255.5749395827,37164.33308787554
22019,681154.8207746253,19177.4914378061
22021,338831.546186426,7234.57273046263
22023,822325.6724967011,417143.8211353988
22025,453137.22515728243,20091.791413589795
22027,483121.5784583603,8024.300815941248
22029,446067.38903742656,32205.21466025511
22031,560898.6829294811,11626.156081505167
22033,291422.4949714099,9527.576689087342
22035,269250.5283108385,13905.589024577079
22037,290177.38221732405,1520.1306692102025
22039,423921.7768838062,11037.147319156085
22041,399734.03923041566,6945.602763624143
22043,411536.30098397273,13841.335504564033
22045,367430.814013828,292106.8416006484
22047,395922.6681921292,21907.35113149454
22049,364281.4186801619,7095.603010729306
22051,189204.00928126991,221698.97747883544
22053,416872.6770879151,4625.365344983518
22055,171995.45351210568,298.6819410604765
22057,683728.4581132038,256394.92520126715
22059,399797.5820759799,24133.47039433042
22061,301914.6039151342,468.93369180055646
22063,414827.9584665642,27705.225038671957
22065,399638.85036793957,16936.475934428174
22067,508757.4576338198,7136.101817211368
22069,801446.3245578053,29908.09911882299
22071,108433.10665553046,115468.66261743673
22073,390659.20096074487,13660.739190384644
22075,499413.3723430017,1143606.6036383763
22077,356701.2150160865,21354.401190058463
22079,843526.1775796544,27933.603089802957
22081,249017.56077551484,8482.505448668844
22083,357940.98856891517,3348.68960132053
22085,554661.2996248944,92742.97035232253
22087,241606.1894901232,1137723.4784499586
22089,177741.7580543928,76284.34193424036
22091,261381.0665553046,690.957927874945
22093,154584.58854519305,10420.0812481776
22095,137155.85836920477,125152.47994741602
22097,591299.0585293289,9648.817107584646
22099,472102.93313828495,50449.34764236964
22101,355546.18197812623,360883.57689665566
22103,541201.3259663048,159968.0863681966
22105,506439.0893186322,33774.03666052198
22107,385781.6942024187,24579.81645028491
22109,788328.5090168674,544164.4764088701
22111,561264.7447650771,18192.880158938042
22113,750853.4426691311,236070.23914837677
22115,849862.8467503199,8686.68127881864
22117,428498.07480367494,4067.5775786659287
22119,379623.37466579024,13873.734945117943
22121,123130.99316507118,7314.865846606999
22123,230173.1806882373,589.6406102509105
22125,258062.360200254,14579.10651715157
22127,608054.635445753,4311.509417177763
23001,299482.00110703113,18675.06807747241
23003,4269492.410412023,100140.16743845846
23005,534832.8568322107,244342.09041083703
23007,1086074.227919918,29991.05998230727
23009,1015672.6390337199,485081.48342171457
23011,555197.4063842089,53553.727828489245
23013,233685.8631136239,498437.5454055737
23015,291739.96431801445,156011.7288465625
23017,1329195.144877757,63268.67744374651
23019,2174195.002792288,102306.47514369166
23021,2535055.8363768454,266885.81739916874
23023,162546.63418057456,74272.30346490859
23025,2511606.649599937,108199.31304764682
23027,467171.4731915608,78592.68593427991
23029,1640117.6462739012,444790.2660334185
23031,634129.956064702,178484.6999896216
24001,270167.9109235308,3689.7177070617713
24003,265462.40616181435,110727.21443291836
24005,382971.07609356387,53352.466603737215
24009,136446.11105894446,84401.45816756695
24011,204442.51864408454,4145.699134637719
24013,286463.8811325324,3258.3667337145343
24015,221618.10663081994,45797.54080941767
24017,292981.9445199488,118496.72387974874
24019,346081.1651502646,283030.48956474895
24021,422686.72328669636,4458.3536371408945
24023,415452.03342838644,5516.5365246141455
24025,279746.5476937675,57304.91689853367
24027,160604.2025175074,1568.0161903302808
24029,177301.82536583918,87303.0112235165
24031,315539.2323925216,8880.20218144438
24033,308902.9622966942,10351.929644217986
24035,237875.59317594382,88968.91417049267
24037,229532.370776355,259588.2069060951
24039,204625.55635727453,185999.6337901484
24041,171866.39765151253,133289.96802459192
24043,292970.18700918736,6129.178177648843
24045,239626.91518856594,16506.074586222403
24047,299697.1965919256,145012.47337441868
24510,51804.00681021829,7108.627923871841
25001,252291.87592355555,583253.69867008
25003,593220.1430244683,12514.12749637991
25005,353968.5573506373,88352.31265722065
25007,66053.49727937215,248161.60430556035
25009,315146.9131623036,215078.28538669486
25011,447495.74979119614,16199.359009207137
25013,394905.28632075235,10977.273985262647
25015,337428.64838417934,11496.728080536514
25017,523326.88652436703,18734.263107693372
25019,29512.18475558828,164827.06345166377
25021,253496.55214166045,30884.99972818432
25023,421646.50000247103,278061.72242182825
25025,37277.16352925478,39655.416792278455
25027,966813.8077422989,43851.56195173542
26001,431779.0242311323,714233.9915391192
26003,585617.3262727151,2644898.4625116754
26005,528155.8722070939,645148.556905848
26007,365993.3499058529,718758.3825484449
26009,304433.6483100478,80689.49654794087
26011,232432.95073217258,203198.8635633553
26013,574996.3124496524,109122.68746633192
26015,353980.90272458154,15325.83756295004
26017,283073.2207192737,120584.9937976604
26019,204615.23749277217,345505.13237423584
26021,363361.60825924296,648779.5293140855
26023,324103.3519815363,8506.525058934581
26025,452004.3072900965,7726.696253391518
26027,313659.0287284462,11658.629159397657
26029,266450.0494210326,623429.9810223235
26031,457775.1716145357,108879.23945972927
26033,997445.5407402281,729573.5871762304
26035,361203.83803739195,7042.811957913048
26037,362505.63276219094,5215.4065127036765
26039,356070.9522938772,4454.4090974236815
26041,749504.0196596867,524947.5934428173
26043,487002.55136080814,10012.689838541486
26045,368116.02748797834,2720.9569888753254
26047,299214.53620831954,265262.6120004151
26049,407656.0501228112,8079.275289977909
26051,321153.3544525879,9052.750527569522
26053,705366.1320134623,239729.85672842647
26055,297178.4667618845,87662.20304137035
26057,363759.7898123483,2071.5221183831413
26059,382817.1962953994,5668.265519439763
26061,645823.5192223106,315147.0033556881
26063,535092.9762828464,832459.6880050212
26065,355911.0648749895,2945.537033650781
26067,365631.46488882735,5594.92396574134
26069,351426.96460959857,858212.7511206219
26071,746251.0464903653,28848.633508448525
26073,366513.6661510405,3202.3096919587038
26075,449085.23867887695,13949.87965978561
26077,359805.64808271104,11584.862090608522
26079,358225.28627133137,6934.200342981966
26081,542499.6204464696,15542.86780367989
26083,345671.2742719046,3472735.2557291333
26085,363250.0462086655,4329.833747646323
26087,412282.2002737925,11937.707753665805
26089,222198.6377092363,1398402.8172459635
26091,479714.2895973668,7582.942824807381
26093,361686.23525399936,12973.215035854959
26095,575408.2750576991,648580.2595098421
26097,653989.1019209955,690361.5133708604
26099,306687.2876748887,58701.78558190795
26101,347087.9798164503,472573.97686107253
26103,1157783.1889415497,1034227.098787702
26105,316764.5270654285,478316.06529506826
26107,355274.3981753755,10319.84452143143
26109,668190.3391765468,188239.58476448405
26111,330404.3327419283,7559.259277563345
26113,361467.3324503442,5825.439723637585
26115,351698.66810317134,83458.83895168106
26117,451375.88673687744,9904.748619917664
26119,349857.12008816714,10232.858561946792
26121,320864.7047340407,613549.7402924737
26123,522035.8910365073,29450.946165669186
26125,555213.0708747029,25418.086615301738
26127,334957.46059908177,500850.0521391894
26129,360631.546186426,7334.709626722941
26131,839024.8713817627,1554854.7320638718
26133,362462.9181637121,4265.718853629727
26135,362030.82513356034,3740.3035934032805
26137,329616.8473829092,7165.491022669427
26139,360681.58918272436,683420.1027463267
26141,421578.7062067875,1224981.1211655457
26143,332560.9319324118,38652.646743401056
26145,512293.93678061507,9923.61336937774
26147,461558.9548440025,73804.83683646086
26149,320379.4055143988,13077.076795342562
26151,616044.4080101609,401516.8575142209
26153,749642.2982262791,456073.1391745699
26155,339692.83049080026,6509.294366496493
26157,514156.1605788191,70746.19087391211
26159,388984.62264570553,308553.10784163524
26161,451812.1877208502,10537.14435389413
26163,391676.5398358233,38879.869825000125
26165,361572.7047636933,6695.723103838532
27001,1165909.2343199418,111082.54103181232
27003,270700.32617881516,14787.632633696248
27005,841681.3030349456,83235.05557395116
27007,1603000.9674167132,352451.46558072185
27009,261309.5988000573,3036.1791611273925
27011,319377.9352386789,18616.974394963006
27013,478600.9066288431,11387.153743890325
27015,391083.316694919,4592.4227672812995
27017,551247.4172568362,8928.825805686383
27019,226681.49701249858,14027.759794013136
27021,1293738.0556777352,251219.99945636862
27023,371909.20244337583,4258.41145974904
27025,265543.4648097537,17581.821461577616
27027,668923.3222794957,4770.655273471284
27029,639362.1284156111,19705.287062067873
27031,929516.0682603302,1207835.6068655697
27033,409563.45512323134,5515.132225972729
27035,638960.979376603,101229.44949911784
27037,359961.94654621114,15604.579352880999
27039,281137.6795836772,197.74467117715957
27041,407525.9047755544,53276.915188565945
27043,455983.6023484875,6034.842075090317
27045,551229.0573432241,507.926392314041
27047,452536.5278265124,9812.469914946403
27049,484383.2618375728,15075.199784524297
27051,350589.4955595202,17718.517319600876
27053,354309.09890631255,33896.311955442
27055,353307.23622759373,10748.027359483649
27057,592575.8575784683,47098.003390282836
27059,278874.96404619876,10172.446044587656
27061,1706947.0142283153,166892.04914427482
27063,449901.75617639354,10408.174485897707
27065,333817.0579165081,7739.988534320436
27067,510266.7774521481,41638.922028436864
27069,703235.3068799019,3067.0114607374608
27071,1986680.8285930327,31877.198618187926
27073,489612.8158621746,8313.391370099287
27075,1349937.710966033,564054.9203580059
27077,830634.7138275107,308268.4693811992
27079,287149.82307270326,16094.016595582747
27081,343520.07754160016,7476.226506476626
27083,457222.4230638075,4644.291129418858
27085,314550.1114444285,8987.271118842757
27087,357038.9338894847,16025.081668256376
27089,1136037.4300074626,24221.16554563291
27091,455896.0554602828,11033.224524693218
27093,389217.4567442412,23438.53086096381
27095,366296.0092516173,69930.50859184652
27097,720057.8038281532,18108.637066762873
27099,455249.8117058658,152.52146108340787
27101,451007.3946220032,9473.587917545949
27103,287116.71221638506,11729.45740648305
27105,457657.8727704937,4774.953914887097
27107,558584.282381896,2522.4635890542295
27109,418245.6089412532,866.2288786861913
27111,1262073.8508374393,161631.75573160424
27113,394609.3415635826,1070.4736511764677
27115,903223.9820502809,14891.240369076271
27117,297635.2312657221,580.4141976742462
27119,1261488.5392625392,17092.24262761746
27121,428513.6157415873,30451.043772208577
27123,97380.82019145708,11471.42772421087
27125,276740.31916102854,56.29426271232511
27127,562287.9306425229,2031.4349891026623
27129,629066.6536524614,2681.558788789333
27131,317338.38753996923,12863.64910078431
27133,308772.9187567645,172.5364850773192
27135,1069834.8670327119,4179.393159140667
27137,3998431.5241940664,391655.95844679576
27139,228002.36331377906,7752.906945137712
27141,277061.59961056226,11605.844531315637
27143,376820.8653128598,7529.459136219192
27145,859402.2172746278,30176.876393055354
27147,274972.6202537276,1724.0010773785107
27149,360711.1837325729,7492.103507410684
27151,474904.24353696447,6476.37600510025
27153,604777.7852458449,22102.080625472587
27155,367277.58682039904,7666.495505157084
27157,334669.1677003899,17039.055218119727
27159,343209.64476161764,4457.514715112457
27161,270952.07420073834,6151.365750235986
27163,246007.75811369802,24591.293990896644
27165,278370.4852651191,3056.7242256959717
27167,480639.2823077645,119.24158483367351
27169,400695.43695605977,9916.770780308683
27171,423191.97204746393,33927.057521139846
27173,485824.3109472529,2641.0496038904234
28001,295899.6033962133,16129.453452800442
28003,256025.7997558601,844.5785127234449
28005,467263.7222439126,958.2300845593868
28007,470371.9150155923,1093.6528567827895
28009,260234.20627350587,1304.513375802474
28011,561062.5408341282,18660.238802429536
28013,375406.66146098456,887.2051417642319
28015,402074.90078727703,4059.1668602323775
28017,321140.1587897777,1576.7204696974939
28019,267636.77740272705,1070.4229946180494
28021,311945.56372100837,8824.405341425203
28023,442609.13943155925,1252.7641183534888
28025,262441.9950282441,3803.717450072402
28027,353616.2086160628,19601.014860904503
28029,497434.69455330796,1422.0867536806313
28031,264829.4789046322,725.9445594856259
28033,304818.2291949808,13250.784064682248
28035,298266.50761331007,2686.7546690520553
28037,360936.3261886994,1791.7113515169785
28039,306365.24218777026,3172.367218040654
28041,456164.5367025299,3800.5945350222146
28043,270148.3130130521,17469.901602724087
28045,303336.5826838586,50433.20821575246
28047,367374.67147368577,262825.54548464733
28049,556641.78424754,4817.510366061589
28051,484270.9718151851,5082.662854657685
28053,267848.9695714702,8140.3033462981175
28055,264348.87789545476,18164.068191140785
28057,340986.8018661382,4900.765284689858
28059,462589.0319902344,205188.32625788884
28061,432792.69087638316,786.1878098080981
28063,332756.89324562746,4692.055569009059
28065,261405.46324804908,442.68791112121494
28067,444680.29657561664,3132.503224722377
28069,490356.2547258862,539.2699525063877
28071,404297.97793845105,30407.9199675798
28073,318147.80125825945,2125.0772203634424
28075,450337.08381312917,7360.693228824322
28077,275627.1808266162,3265.104055984146
28079,373045.38901765813,1584.2374087564185
28081,287968.3801762354,2063.168481242247
28083,379749.61723410245,8332.475796049283
28085,375119.3322724285,1312.0854193127511
28087,323479.7398476844,7057.446761192628
28089,457196.24820230994,17709.44238248914
28091,347125.81927716796,3990.734050597253
28093,451952.82861280104,2272.178923906436
28095,489658.85229535983,4481.998883084663
28097,260467.30477456594,581.2605328575735
